Event	ID	Name			Wwise Object Path	Notes
	79624557	Event_WoodDoor_Key			\Default Work Unit\Sfx 3D\Event_WoodDoor_Key	
	182728766	Event_Box_Loop			\Default Work Unit\Sfx 3D\Event_Box_Loop	
	214008310	Event_Neon			\Default Work Unit\Sfx 3D\Event_Neon	
	236088390	Event_SpotLight_Break			\Default Work Unit\Sfx 3D\Event_SpotLight_Break	
	463474510	Event_Glass_Break			\Default Work Unit\Sfx 3D\Event_Glass_Break	
	1265288892	Event_Music_Death			\Default Work Unit\Music\Event_Music_Death	
	1355596522	Event_Platform_Movement_Loop			\Default Work Unit\Sfx 3D\Event_Platform_Movement_Loop	
	1489026383	Event_Music_Calm			\Default Work Unit\Music\Event_Music_Calm	
	1799158039	Event_Music_Danger			\Default Work Unit\Music\Event_Music_Danger	
	1987296254	Event_Wood_Squeak			\Default Work Unit\Sfx 3D\Event_Wood_Squeak	
	2106530809	Event_Amb_Monster			\Default Work Unit\Amb 3D\Event_Amb_Monster	
	2170606322	Event_Box_Impact			\Default Work Unit\Sfx 3D\Event_Box_Impact	
	2808564553	Event_Door_Beep			\Default Work Unit\Sfx 3D\Event_Door_Beep	
	3036832861	Event_WoodDoor			\Default Work Unit\Sfx 3D\Event_WoodDoor	
	3754565910	Event_LightDown			\Default Work Unit\Sfx 3D\Event_LightDown	
	3795641405	Event_Amb_Cable_Squeak			\Default Work Unit\Amb 3D\Event_Amb_Cable_Squeak	
	3962337639	Event_Amb_FlashLight			\Default Work Unit\Amb 3D\Event_Amb_FlashLight	
	4223819591	Event_Footsteps			\Default Work Unit\Sfx 3D\Event_Footsteps	

State Group	ID	Name			Wwise Object Path	Notes
	1461357257	Music_level_01			\Default Work Unit\Music_level_01	
	2385628198	Footsteps			\Default Work Unit\Footsteps	

State	ID	Name	State Group			Notes
	748895195	None	Music_level_01			
	779278001	Death	Music_level_01			
	3753286132	Calm	Music_level_01			
	4174463524	Danger	Music_level_01			
	748895195	None	Footsteps			
	772299873	Grid	Footsteps			
	841620460	Concrete	Footsteps			
	2195636714	Dirt	Footsteps			
	2412606308	Carpet	Footsteps			
	2473969246	Metal	Footsteps			

Trigger	ID	Name			Wwise Object Path	Notes
	776859962	Danger_End			\Default Work Unit\Danger_End	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	11643958	Stem_Theme Principal 3	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Stem_Theme Principal 3_F17FB28C.wem		\Interactive Music Hierarchy\EpicMegaJamMusic\Music_Calm\Music_Calm\Stem_Theme Principal 3\Stem_Theme Principal 3		3387008
	17816796	Footsteps_Dirt_Rnd_06	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Dirt_Rnd_06_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Dirt\Footsteps_Dirt_Rnd_06		115496
	31600490	Stem_Calme 4	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Stem_Calme 4_F17FB28C.wem		\Interactive Music Hierarchy\EpicMegaJamMusic\Music_Calm\Music_Calm\Stem_Calme 4\Stem_Calme 4		3386944
	35842973	Footsteps_Concrete_Rnd_11	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Concrete_Rnd_11_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Concrete\Footsteps_Concrete_Rnd_11		105968
	35959284	Sfx_Wood_Squeak_Rnd_16	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Wood_Squeak_Rnd_16_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Wood_Squeak\Sfx_Wood_Squeak_Rnd_16		174796
	46604597	Sfx_Wood_Squeak_Rnd_11	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Wood_Squeak_Rnd_11_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Wood_Squeak\Sfx_Wood_Squeak_Rnd_11		87048
	47319532	Sfx_SpotLight_Break_Rnd_04	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_SpotLight_Break_Rnd_04_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_SpotLight_Break\Sfx_SpotLight_Break_Rnd_04		667380
	62131619	Sfx_Light_Down_Rnd_02	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Light_Down_Rnd_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_LightDown\Sfx_Light_Down_Rnd_02		156372
	63535195	Sfx_Glass_Break_Rnd_03	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Glass_Break_Rnd_03_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Glass_Break\Sfx_Glass_Break_Rnd_03		194624
	65736151	Amb_Cable_Squeak_Rnd_01	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Amb_Cable_Squeak_Rnd_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Ambiances\3D\Ambiances_3D_01\Amb_Cable_Squeak\Amb_Cable_Squeak_Rnd_01		489312
	70613142	Footsteps_Metal_Rnd_06	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Metal_Rnd_06_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Metal\Footsteps_Metal_Rnd_06		53640
	71137798	Sfx_Box_Impact_Rnd_02	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Box_Impact_Rnd_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Box_Impact\Sfx_Box_Impact_Rnd_02		223996
	86677821	Footsteps_Dirt_Rnd_14	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Dirt_Rnd_14_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Dirt\Footsteps_Dirt_Rnd_14		105964
	96700875	Footsteps_Dirt_Rnd_15	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Dirt_Rnd_15_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Dirt\Footsteps_Dirt_Rnd_15		92200
	102690149	Sfx_Wood_Squeak_Rnd_05	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Wood_Squeak_Rnd_05_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Wood_Squeak\Sfx_Wood_Squeak_Rnd_05		104904
	106458740	Footsteps_Dirt_Rnd_10	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Dirt_Rnd_10_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Dirt\Footsteps_Dirt_Rnd_10		111260
	109099980	Sfx_Box_Loop	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Box_Loop_F17FB28C.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Box_Loop\Sfx_Box_Loop		617724
	110167742	Amb_Monster_Rnd_02	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Amb_Monster_Rnd_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Ambiances\3D\Ambiances_3D_01\Amb_Monster\Amb_Monster_Rnd_02		382816
	111755120	Footsteps_Concrete_Rnd_12	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Concrete_Rnd_12_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Concrete\Footsteps_Concrete_Rnd_12		90080
	123092986	Sfx_Wood_Squeak_Rnd_08	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Wood_Squeak_Rnd_08_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Wood_Squeak\Sfx_Wood_Squeak_Rnd_08		114432
	126958363	Amb_Monster_Rnd_05	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Amb_Monster_Rnd_05_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Ambiances\3D\Ambiances_3D_01\Amb_Monster\Amb_Monster_Rnd_05		693288
	139239491	Sfx_Platform_Movement_End	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Platform_Movement_End_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Platform_Movement_Loop\Sfx_Platform_Movement_End		352864
	142460477	Sfx_Wood_Squeak_Rnd_13	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Wood_Squeak_Rnd_13_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Wood_Squeak\Sfx_Wood_Squeak_Rnd_13		73812
	145835501	Footsteps_Metal_Rnd_07	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Metal_Rnd_07_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Metal\Footsteps_Metal_Rnd_07		59572
	149961582	Sfx_Platform_Movement_Loop	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Platform_Movement_Loop_F17FB28C.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Platform_Movement_Loop\Sfx_Platform_Movement_Loop		1587664
	152680865	Amb_Flash_Light_Rnd_08	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Amb_Flash_Light_Rnd_08_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Ambiances\3D\Ambiances_3D_01\Amb_FlashLight\Amb_Flash_Light_Rnd_08		271016
	163496668	Amb_Cable_Squeak_Rnd_03	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Amb_Cable_Squeak_Rnd_03_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Ambiances\3D\Ambiances_3D_01\Amb_Cable_Squeak\Amb_Cable_Squeak_Rnd_03		680972
	165656036	Footsteps_Metal_Grid_Rnd_04	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Metal_Grid_Rnd_04_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Grid\Footsteps_Metal_Grid_Rnd_04		101044
	177627559	Sfx_Glass_Break_Rnd_02	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_Glass_Break_Rnd_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Glass_Break\Sfx_Glass_Break_Rnd_02		228508
	197686071	Stem_Theme Secondaire 1	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Stem_Theme Secondaire 1_F17FB28C.wem		\Interactive Music Hierarchy\EpicMegaJamMusic\Music_Calm\Music_Calm\Stem_Theme Secondaire 1\Stem_Theme Secondaire 1		3387008
	198625097	Footsteps_Dirt_Rnd_08	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Dirt_Rnd_08_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Dirt\Footsteps_Dirt_Rnd_08		95908
	202340534	Footsteps_Concrete_Rnd_01	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Concrete_Rnd_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Concrete\Footsteps_Concrete_Rnd_01		71548
	208423172	Amb_Flash_Light_Rnd_07	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Amb_Flash_Light_Rnd_07_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Ambiances\3D\Ambiances_3D_01\Amb_FlashLight\Amb_Flash_Light_Rnd_07		278480
	213959350	Amb_Cable_Squeak_Rnd_05	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Amb_Cable_Squeak_Rnd_05_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Ambiances\3D\Ambiances_3D_01\Amb_Cable_Squeak\Amb_Cable_Squeak_Rnd_05		766720
	217269281	Stem_Death Player Loop 2	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Stem_Death Player Loop 2_F17FB28C.wem		\Interactive Music Hierarchy\EpicMegaJamMusic\Music_Death\Death_Player\Stem_Death Player Loop 2\Stem_Death Player Loop 2		3810368
	236162850	Amb_Flash_Light_Rnd_03	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Amb_Flash_Light_Rnd_03_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Ambiances\3D\Ambiances_3D_01\Amb_FlashLight\Amb_Flash_Light_Rnd_03		252496
	240318547	Sfx_WoodDoor_Close_Rnd_04	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Sfx_WoodDoor_Close_Rnd_04_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_WoodDoor\Sfx_WoodDoor_Close_Rnd_04		86512
	245832975	Footsteps_Concrete_Rnd_06	D:\UnrealProject\EpicJam\EMJDF2017\EpicMegajam\EpicMegajam_WwiseProject\.cache\Windows\SFX\Footsteps_Concrete_Rnd_06_1C9C67B2.wem		\Actor-Mixer Hierarchy\EpicMegaJamSound\Sfx\3D\Sfx_3D_01\Sfx_Footsteps\Concrete\Footsteps_Concrete_Rnd_06		79492
